item_id_genuino,item_id,corpo_json,compatibilidades,descricao
MLB3383346779,MLB3794205093,"{""id"": ""MLB3794205093"", ""site_id"": ""MLB"", ""title"": ""Par Coxim Motor At 1000 Efi Gol Parati G2 G3 G4 Kombi Sampel"", ""seller_id"": 538917322, ""category_id"": ""MLB193902"", ""user_product_id"": null, ""official_store_id"": 5329, ""price"": 86.54, ""base_price"": 86.54, ""original_price"": null, ""inventory_id"": null, ""currency_id"": ""BRL"", ""initial_quantity"": 4, ""available_quantity"": 4, ""sold_quantity"": 0, ""sale_terms"": [{""id"": ""WARRANTY_TYPE"", ""name"": ""Tipo de garantia"", ""value_id"": ""2230279"", ""value_name"": ""Garantia de f\u00e1brica"", ""value_struct"": null, ""values"": [{""id"": ""2230279"", ""name"": ""Garantia de f\u00e1brica"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""WARRANTY_TIME"", ""name"": ""Tempo de garantia"", ""value_id"": null, ""value_name"": ""3 meses"", ""value_struct"": {""number"": 3, ""unit"": ""meses""}, ""values"": [{""id"": null, ""name"": ""3 meses"", ""struct"": {""number"": 3, ""unit"": ""meses""}}], ""value_type"": ""number_unit""}], ""buying_mode"": ""buy_it_now"", ""listing_type_id"": ""gold_pro"", ""start_time"": ""2024-07-26T20:18:31.525Z"", ""stop_time"": ""2044-07-21T04:00:00.000Z"", ""end_time"": ""2044-07-21T04:00:00.000Z"", ""expiration_time"": ""2024-10-14T20:18:31.587Z"", ""condition"": ""new"", ""permalink"": ""http://produto.mercadolivre.com.br/MLB-3794205093-par-coxim-motor-at-1000-efi-gol-parati-g2-g3-g4-kombi-sampel-_JM"", ""pictures"": [{""id"": ""832060-MLB77762397212_072024"", ""url"": ""http://mlb-s2-p.mlstatic.com/832060-MLB77762397212_072024-O.jpg"", ""secure_url"": ""https://mlb-s2-p.mlstatic.com/832060-MLB77762397212_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""931942-MLB77762367320_072024"", ""url"": ""http://mlb-s1-p.mlstatic.com/931942-MLB77762367320_072024-O.jpg"", ""secure_url"": ""https://mlb-s1-p.mlstatic.com/931942-MLB77762367320_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""667311-MLB77982503045_072024"", ""url"": ""http://mlb-s1-p.mlstatic.com/667311-MLB77982503045_072024-O.jpg"", ""secure_url"": ""https://mlb-s1-p.mlstatic.com/667311-MLB77982503045_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""922758-MLB77762367324_072024"", ""url"": ""http://mlb-s1-p.mlstatic.com/922758-MLB77762367324_072024-O.jpg"", ""secure_url"": ""https://mlb-s1-p.mlstatic.com/922758-MLB77762367324_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""939142-MLB77762397234_072024"", ""url"": ""http://mlb-s2-p.mlstatic.com/939142-MLB77762397234_072024-O.jpg"", ""secure_url"": ""https://mlb-s2-p.mlstatic.com/939142-MLB77762397234_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""919928-MLB77762347712_072024"", ""url"": ""http://mlb-s2-p.mlstatic.com/919928-MLB77762347712_072024-O.jpg"", ""secure_url"": ""https://mlb-s2-p.mlstatic.com/919928-MLB77762347712_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""932743-MLB77762297700_072024"", ""url"": ""http://mlb-s1-p.mlstatic.com/932743-MLB77762297700_072024-O.jpg"", ""secure_url"": ""https://mlb-s1-p.mlstatic.com/932743-MLB77762297700_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}], ""video_id"": ""e4lB8zcfDt8"", ""descriptions"": [], ""accepts_mercadopago"": true, ""non_mercado_pago_payment_methods"": [], ""shipping"": {""mode"": ""me2"", ""local_pick_up"": false, ""free_shipping"": true, ""methods"": [], ""dimensions"": null, ""tags"": [""mandatory_free_shipping"", ""self_service_in""], ""logistic_type"": ""cross_docking"", ""store_pick_up"": false}, ""international_delivery_mode"": ""none"", ""seller_address"": {""id"": 1093156325, ""comment"": ""Asa Norte"", ""address_line"": ""Quadra SCLRN 704 Bloco E 9"", ""zip_code"": ""70730535"", ""city"": {""id"": ""TUxCQ0JSQTU2M2Yy"", ""name"": ""Bras\u00edlia""}, ""state"": {""id"": ""BR-DF"", ""name"": ""Distrito Federal""}, ""country"": {""id"": ""BR"", ""name"": ""Brasil""}, ""latitude"": -15.775979466257626, ""longitude"": -47.887704302204895, ""search_location"": {""neighborhood"": {""id"": ""TUxCQkFTQUVEMjhD"", ""name"": ""Asa Norte""}, ""city"": {""id"": ""TUxCQ0JSQTU2M2Yy"", ""name"": ""Bras\u00edlia""}, ""state"": {""id"": ""TUxCUERJU0wxMWJhYg"", ""name"": ""Distrito Federal""}}}, ""seller_contact"": null, ""location"": {}, ""geolocation"": {""latitude"": -15.775979466257626, ""longitude"": -47.887704302204895}, ""coverage_areas"": [], ""attributes"": [{""id"": ""BRAND"", ""name"": ""Marca"", ""value_id"": null, ""value_name"": ""SAMPEL"", ""values"": [{""id"": null, ""name"": ""SAMPEL"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""INCLUDES_MOUNTING_ACCESSORIES"", ""name"": ""Inclui acess\u00f3rios para a montagem"", ""value_id"": ""242084"", ""value_name"": ""N\u00e3o"", ""values"": [{""id"": ""242084"", ""name"": ""N\u00e3o"", ""struct"": null}], ""value_type"": ""boolean""}, {""id"": ""INMETRO_CERTIFICATION_REGISTRATION_NUMBER"", ""name"": ""N\u00famero de registro/certifica\u00e7\u00e3o INMETRO"", ""value_id"": null, ""value_name"": ""001515/2022"", ""values"": [{""id"": null, ""name"": ""001515/2022"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""IS_KIT"", ""name"": ""\u00c9 kit"", ""value_id"": ""242085"", ""value_name"": ""Sim"", ""values"": [{""id"": ""242085"", ""name"": ""Sim"", ""struct"": null}], ""value_type"": ""boolean""}, {""id"": ""ITEM_CONDITION"", ""name"": ""Condi\u00e7\u00e3o do item"", ""value_id"": ""2230284"", ""value_name"": ""Novo"", ""values"": [{""id"": ""2230284"", ""name"": ""Novo"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""PART_NUMBER"", ""name"": ""N\u00famero de pe\u00e7a"", ""value_id"": null, ""value_name"": ""4879"", ""values"": [{""id"": null, ""name"": ""4879"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""POSITION"", ""name"": ""Posi\u00e7\u00e3o"", ""value_id"": ""-1"", ""value_name"": null, ""values"": [{""id"": ""-1"", ""name"": null, ""struct"": null}], ""value_type"": ""string""}, {""id"": ""PRODUCT_DATA_SOURCE"", ""name"": ""Fonte do produto"", ""value_id"": ""-1"", ""value_name"": null, ""values"": [{""id"": ""-1"", ""name"": null, ""struct"": null}], ""value_type"": ""string""}, {""id"": ""VEHICLE_TYPE"", ""name"": ""Tipo de ve\u00edculo"", ""value_id"": ""11377043"", ""value_name"": ""Carro/Caminhonete"", ""values"": [{""id"": ""11377043"", ""name"": ""Carro/Caminhonete"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""SELLER_SKU"", ""name"": ""SKU"", ""value_id"": null, ""value_name"": ""K_023430 _023588"", ""values"": [{""id"": null, ""name"": ""K_023430 _023588"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""GTIN"", ""name"": ""C\u00f3digo universal de produto"", ""value_id"": null, ""value_name"": ""7894325004330"", ""values"": [{""id"": null, ""name"": ""7894325004330"", ""struct"": null}], ""value_type"": ""string""}], ""warnings"": [{""department"": ""items"", ""cause_id"": 350, ""code"": ""item.shipping.mandatory_free_shipping"", ""message"": ""Mandatory free shipping added"", ""references"": []}, {""department"": ""shipping"", ""cause_id"": 4053, ""code"": ""shipping.lost_me1_by_user"", ""message"": ""User has not mode me1"", ""references"": [""user.shipping_preferences.modes""]}, {""department"": ""items"", ""cause_id"": 303, ""code"": ""item.attributes.ignored"", ""message"": ""Attribute [HAS_COMPATIBILITIES] ignored because it is not modifiable."", ""references"": [""item.attributes""]}, {""department"": ""shipping"", ""cause_id"": 4053, ""code"": ""shipping.lost_me1_by_user"", ""message"": ""User has not mode me1"", ""references"": [""user.shipping_preferences.modes""]}], ""listing_source"": """", ""variations"": [], ""thumbnail_id"": ""832060-MLB77762397212_072024"", ""thumbnail"": ""http://mlb-s2-p.mlstatic.com/832060-MLB77762397212_072024-I.jpg"", ""status"": ""active"", ""sub_status"": [], ""tags"": [""cart_eligible"", ""immediate_payment""], ""warranty"": ""Garantia de f\u00e1brica: 3 meses"", ""catalog_product_id"": null, ""domain_id"": ""MLB-VEHICLE_ENGINE_MOUNTS"", ""seller_custom_field"": null, ""parent_item_id"": null, ""differential_pricing"": null, ""deal_ids"": [], ""automatic_relist"": false, ""date_created"": ""2024-07-26T20:18:31.633Z"", ""last_updated"": ""2024-07-26T20:18:31.633Z"", ""health"": null, ""catalog_listing"": false, ""item_relations"": [], ""channels"": [""marketplace"", ""mshops""]}",<Response [200 OK]>,201
MLB3471880763,MLB3794256805,"{""id"": ""MLB3794256805"", ""site_id"": ""MLB"", ""title"": ""Par Bucha Estabilizadora 18mm Civic G9 2012 A 2013 Hr-v 15/."", ""seller_id"": 538917322, ""category_id"": ""MLB193477"", ""user_product_id"": null, ""official_store_id"": 5329, ""price"": 25.01, ""base_price"": 25.01, ""original_price"": null, ""inventory_id"": null, ""currency_id"": ""BRL"", ""initial_quantity"": 0, ""available_quantity"": 0, ""sold_quantity"": 0, ""sale_terms"": [{""id"": ""WARRANTY_TYPE"", ""name"": ""Tipo de garantia"", ""value_id"": ""2230279"", ""value_name"": ""Garantia de f\u00e1brica"", ""value_struct"": null, ""values"": [{""id"": ""2230279"", ""name"": ""Garantia de f\u00e1brica"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""WARRANTY_TIME"", ""name"": ""Tempo de garantia"", ""value_id"": null, ""value_name"": ""3 meses"", ""value_struct"": {""number"": 3, ""unit"": ""meses""}, ""values"": [{""id"": null, ""name"": ""3 meses"", ""struct"": {""number"": 3, ""unit"": ""meses""}}], ""value_type"": ""number_unit""}], ""buying_mode"": ""buy_it_now"", ""listing_type_id"": ""gold_pro"", ""start_time"": ""2024-07-26T20:18:48.032Z"", ""stop_time"": ""2044-07-21T04:00:00.000Z"", ""end_time"": ""2044-07-21T04:00:00.000Z"", ""expiration_time"": ""2024-10-14T20:18:48.077Z"", ""condition"": ""new"", ""permalink"": ""http://produto.mercadolivre.com.br/MLB-3794256805-par-bucha-estabilizadora-18mm-civic-g9-2012-a-2013-hr-v-15-_JM"", ""pictures"": [{""id"": ""759360-MLB77762545032_072024"", ""url"": ""http://mlb-s1-p.mlstatic.com/759360-MLB77762545032_072024-O.jpg"", ""secure_url"": ""https://mlb-s1-p.mlstatic.com/759360-MLB77762545032_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""941571-MLB77762367400_072024"", ""url"": ""http://mlb-s2-p.mlstatic.com/941571-MLB77762367400_072024-O.jpg"", ""secure_url"": ""https://mlb-s2-p.mlstatic.com/941571-MLB77762367400_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""845820-MLB77762278234_072024"", ""url"": ""http://mlb-s2-p.mlstatic.com/845820-MLB77762278234_072024-O.jpg"", ""secure_url"": ""https://mlb-s2-p.mlstatic.com/845820-MLB77762278234_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}, {""id"": ""608631-MLB77762505596_072024"", ""url"": ""http://mlb-s2-p.mlstatic.com/608631-MLB77762505596_072024-O.jpg"", ""secure_url"": ""https://mlb-s2-p.mlstatic.com/608631-MLB77762505596_072024-O.jpg"", ""size"": ""500x500"", ""max_size"": ""1000x1000"", ""quality"": """"}], ""video_id"": ""e4lB8zcfDt8"", ""descriptions"": [], ""accepts_mercadopago"": true, ""non_mercado_pago_payment_methods"": [], ""shipping"": {""mode"": ""me2"", ""local_pick_up"": false, ""free_shipping"": false, ""methods"": [], ""dimensions"": null, ""tags"": [""self_service_in""], ""logistic_type"": ""cross_docking"", ""store_pick_up"": false}, ""international_delivery_mode"": ""none"", ""seller_address"": {""id"": 1093156325, ""comment"": ""Asa Norte"", ""address_line"": ""Quadra SCLRN 704 Bloco E 9"", ""zip_code"": ""70730535"", ""city"": {""id"": ""TUxCQ0JSQTU2M2Yy"", ""name"": ""Bras\u00edlia""}, ""state"": {""id"": ""BR-DF"", ""name"": ""Distrito Federal""}, ""country"": {""id"": ""BR"", ""name"": ""Brasil""}, ""latitude"": -15.775979466257626, ""longitude"": -47.887704302204895, ""search_location"": {""neighborhood"": {""id"": ""TUxCQkFTQUVEMjhD"", ""name"": ""Asa Norte""}, ""city"": {""id"": ""TUxCQ0JSQTU2M2Yy"", ""name"": ""Bras\u00edlia""}, ""state"": {""id"": ""TUxCUERJU0wxMWJhYg"", ""name"": ""Distrito Federal""}}}, ""seller_contact"": null, ""location"": {}, ""geolocation"": {""latitude"": -15.775979466257626, ""longitude"": -47.887704302204895}, ""coverage_areas"": [], ""attributes"": [{""id"": ""BRAND"", ""name"": ""Marca"", ""value_id"": null, ""value_name"": ""SAMPEL"", ""values"": [{""id"": null, ""name"": ""SAMPEL"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""INMETRO_CERTIFICATION_REGISTRATION_NUMBER"", ""name"": ""N\u00famero de registro/certifica\u00e7\u00e3o INMETRO"", ""value_id"": null, ""value_name"": ""001211/2011"", ""values"": [{""id"": null, ""name"": ""001211/2011"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""IS_KIT"", ""name"": ""\u00c9 kit"", ""value_id"": ""242084"", ""value_name"": ""N\u00e3o"", ""values"": [{""id"": ""242084"", ""name"": ""N\u00e3o"", ""struct"": null}], ""value_type"": ""boolean""}, {""id"": ""ITEM_CONDITION"", ""name"": ""Condi\u00e7\u00e3o do item"", ""value_id"": ""2230284"", ""value_name"": ""Novo"", ""values"": [{""id"": ""2230284"", ""name"": ""Novo"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""MATERIAL"", ""name"": ""Material"", ""value_id"": null, ""value_name"": ""borracha/Borracha"", ""values"": [{""id"": null, ""name"": ""borracha/Borracha"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""MODEL"", ""name"": ""Modelo"", ""value_id"": null, ""value_name"": ""8350"", ""values"": [{""id"": null, ""name"": ""8350"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""PART_NUMBER"", ""name"": ""N\u00famero de pe\u00e7a"", ""value_id"": null, ""value_name"": ""8350"", ""values"": [{""id"": null, ""name"": ""8350"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""PRODUCT_DATA_SOURCE"", ""name"": ""Fonte do produto"", ""value_id"": ""-1"", ""value_name"": null, ""values"": [{""id"": ""-1"", ""name"": null, ""struct"": null}], ""value_type"": ""string""}, {""id"": ""SUSPENSION_CONTROL_ARM_BUSHING_TYPE"", ""name"": ""Tipo de bucha de controle de suspens\u00e3o"", ""value_id"": ""4636344"", ""value_name"": ""De barra estabilizadora"", ""values"": [{""id"": ""4636344"", ""name"": ""De barra estabilizadora"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""VEHICLE_TYPE"", ""name"": ""Tipo de ve\u00edculo"", ""value_id"": ""11377043"", ""value_name"": ""Carro/Caminhonete"", ""values"": [{""id"": ""11377043"", ""name"": ""Carro/Caminhonete"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""SELLER_SKU"", ""name"": ""SKU"", ""value_id"": null, ""value_name"": ""2X[053718 ]"", ""values"": [{""id"": null, ""name"": ""2X[053718 ]"", ""struct"": null}], ""value_type"": ""string""}], ""warnings"": [{""department"": ""items"", ""cause_id"": 303, ""code"": ""item.attributes.ignored"", ""message"": ""Attribute [HAS_COMPATIBILITIES] ignored because it is not modifiable."", ""references"": [""item.attributes""]}, {""department"": ""shipping"", ""cause_id"": 4053, ""code"": ""shipping.lost_me1_by_user"", ""message"": ""User has not mode me1"", ""references"": [""user.shipping_preferences.modes""]}, {""department"": ""items"", ""cause_id"": 363, ""code"": ""item.attribute.dropped"", ""message"": ""Attribute: GTIN was dropped because its values is empty"", ""references"": [""item.attributes""]}, {""department"": ""shipping"", ""cause_id"": 4033, ""code"": ""shipping.free_shipping.cost_exceeded"", ""message"": ""Free shipping costs exceeds sale"", ""references"": [""item.prices""]}, {""department"": ""shipping"", ""cause_id"": 4053, ""code"": ""shipping.lost_me1_by_user"", ""message"": ""User has not mode me1"", ""references"": [""user.shipping_preferences.modes""]}], ""listing_source"": """", ""variations"": [], ""thumbnail_id"": ""759360-MLB77762545032_072024"", ""thumbnail"": ""http://mlb-s1-p.mlstatic.com/759360-MLB77762545032_072024-I.jpg"", ""status"": ""paused"", ""sub_status"": [""out_of_stock""], ""tags"": [""cart_eligible"", ""immediate_payment""], ""warranty"": ""Garantia de f\u00e1brica: 3 meses"", ""catalog_product_id"": null, ""domain_id"": ""MLB-VEHICLE_SUSPENSION_CONTROL_ARM_BUSHINGS"", ""seller_custom_field"": null, ""parent_item_id"": null, ""differential_pricing"": null, ""deal_ids"": [], ""automatic_relist"": false, ""date_created"": ""2024-07-26T20:18:48.146Z"", ""last_updated"": ""2024-07-26T20:18:48.146Z"", ""health"": null, ""catalog_listing"": false, ""item_relations"": [], ""channels"": [""marketplace"", ""mshops""]}",<Response [200 OK]>,201
MLB3548907697,MLB3794192363,"{""id"": ""MLB3794192363"", ""site_id"": ""MLB"", ""title"": ""Kit Do Amortecedor Dianteiro Gm 2012 Sampel Sk358s"", ""seller_id"": 538917322, ""category_id"": ""MLB194154"", ""user_product_id"": null, ""official_store_id"": 5329, ""price"": 113.96, ""base_price"": 113.96, ""original_price"": null, ""inventory_id"": null, ""currency_id"": ""BRL"", ""initial_quantity"": 9, ""available_quantity"": 9, ""sold_quantity"": 0, ""sale_terms"": [{""id"": ""WARRANTY_TYPE"", ""name"": ""Tipo de garantia"", ""value_id"": ""2230279"", ""value_name"": ""Garantia de f\u00e1brica"", ""value_struct"": null, ""values"": [{""id"": ""2230279"", ""name"": ""Garantia de f\u00e1brica"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""WARRANTY_TIME"", ""name"": ""Tempo de garantia"", ""value_id"": null, ""value_name"": ""3 meses"", ""value_struct"": {""number"": 3, ""unit"": ""meses""}, ""values"": [{""id"": null, ""name"": ""3 meses"", ""struct"": {""number"": 3, ""unit"": ""meses""}}], ""value_type"": ""number_unit""}], ""buying_mode"": ""buy_it_now"", ""listing_type_id"": ""gold_pro"", ""start_time"": ""2024-07-26T20:19:36.698Z"", ""stop_time"": ""2044-07-21T04:00:00.000Z"", ""end_time"": ""2044-07-21T04:00:00.000Z"", ""expiration_time"": ""2024-10-14T20:19:36.743Z"", ""condition"": ""new"", ""permalink"": ""http://produto.mercadolivre.com.br/MLB-3794192363-kit-do-amortecedor-dianteiro-gm-2012-sampel-sk358s-_JM"", ""pictures"": [{""id"": ""812165-MLB77762347940_072024"", ""url"": ""http://mlb-s1-p.mlstatic.com/812165-MLB77762347940_072024-O.jpg"", ""secure_url"": ""https://mlb-s1-p.mlstatic.com/812165-MLB77762347940_072024-O.jpg"", ""size"": ""319x200"", ""max_size"": ""319x200"", ""quality"": """"}], ""video_id"": ""e4lB8zcfDt8"", ""descriptions"": [], ""accepts_mercadopago"": true, ""non_mercado_pago_payment_methods"": [], ""shipping"": {""mode"": ""me2"", ""local_pick_up"": false, ""free_shipping"": true, ""methods"": [], ""dimensions"": null, ""tags"": [""mandatory_free_shipping"", ""self_service_in""], ""logistic_type"": ""cross_docking"", ""store_pick_up"": false}, ""international_delivery_mode"": ""none"", ""seller_address"": {""id"": 1093156325, ""comment"": ""Asa Norte"", ""address_line"": ""Quadra SCLRN 704 Bloco E 9"", ""zip_code"": ""70730535"", ""city"": {""id"": ""TUxCQ0JSQTU2M2Yy"", ""name"": ""Bras\u00edlia""}, ""state"": {""id"": ""BR-DF"", ""name"": ""Distrito Federal""}, ""country"": {""id"": ""BR"", ""name"": ""Brasil""}, ""latitude"": -15.775979466257626, ""longitude"": -47.887704302204895, ""search_location"": {""neighborhood"": {""id"": ""TUxCQkFTQUVEMjhD"", ""name"": ""Asa Norte""}, ""city"": {""id"": ""TUxCQ0JSQTU2M2Yy"", ""name"": ""Bras\u00edlia""}, ""state"": {""id"": ""TUxCUERJU0wxMWJhYg"", ""name"": ""Distrito Federal""}}}, ""seller_contact"": null, ""location"": {}, ""geolocation"": {""latitude"": -15.775979466257626, ""longitude"": -47.887704302204895}, ""coverage_areas"": [], ""attributes"": [{""id"": ""GTIN"", ""name"": ""C\u00f3digo universal de produto"", ""value_id"": null, ""value_name"": ""7894325104733"", ""values"": [{""id"": null, ""name"": ""7894325104733"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""BRAND"", ""name"": ""Marca"", ""value_id"": null, ""value_name"": ""SAMPEL"", ""values"": [{""id"": null, ""name"": ""SAMPEL"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""ITEM_CONDITION"", ""name"": ""Condi\u00e7\u00e3o do item"", ""value_id"": ""2230284"", ""value_name"": ""Novo"", ""values"": [{""id"": ""2230284"", ""name"": ""Novo"", ""struct"": null}], ""value_type"": ""list""}, {""id"": ""MPN"", ""name"": ""MPN"", ""value_id"": null, ""value_name"": ""SK358S"", ""values"": [{""id"": null, ""name"": ""SK358S"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""OEM"", ""name"": ""C\u00f3digo OEM"", ""value_id"": null, ""value_name"": ""SK358S"", ""values"": [{""id"": null, ""name"": ""SK358S"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""ORIGIN"", ""name"": ""Origem"", ""value_id"": ""18846646"", ""value_name"": ""Brasil"", ""values"": [{""id"": ""18846646"", ""name"": ""Brasil"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""PART_NUMBER"", ""name"": ""N\u00famero de pe\u00e7a"", ""value_id"": null, ""value_name"": ""SK358S"", ""values"": [{""id"": null, ""name"": ""SK358S"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""SELLER_SKU"", ""name"": ""SKU"", ""value_id"": null, ""value_name"": ""027669"", ""values"": [{""id"": null, ""name"": ""027669"", ""struct"": null}], ""value_type"": ""string""}, {""id"": ""VEHICLE_TYPE"", ""name"": ""Tipo de ve\u00edculo"", ""value_id"": ""11377043"", ""value_name"": ""Carro/Caminhonete"", ""values"": [{""id"": ""11377043"", ""name"": ""Carro/Caminhonete"", ""struct"": null}], ""value_type"": ""list""}], ""warnings"": [{""department"": ""shipping"", ""cause_id"": 4053, ""code"": ""shipping.lost_me1_by_user"", ""message"": ""User has not mode me1"", ""references"": [""user.shipping_preferences.modes""]}, {""department"": ""items"", ""cause_id"": 303, ""code"": ""item.attributes.ignored"", ""message"": ""Attribute [HAS_COMPATIBILITIES] ignored because it is not modifiable."", ""references"": [""item.attributes""]}, {""department"": ""shipping"", ""cause_id"": 4053, ""code"": ""shipping.lost_me1_by_user"", ""message"": ""User has not mode me1"", ""references"": [""user.shipping_preferences.modes""]}, {""department"": ""items"", ""cause_id"": 350, ""code"": ""item.shipping.mandatory_free_shipping"", ""message"": ""Mandatory free shipping added"", ""references"": []}], ""listing_source"": """", ""variations"": [], ""thumbnail_id"": ""812165-MLB77762347940_072024"", ""thumbnail"": ""http://mlb-s1-p.mlstatic.com/812165-MLB77762347940_072024-I.jpg"", ""status"": ""active"", ""sub_status"": [], ""tags"": [""cart_eligible"", ""immediate_payment""], ""warranty"": ""Garantia de f\u00e1brica: 3 meses"", ""catalog_product_id"": null, ""domain_id"": ""MLB-VEHICLE_SHOCK_MOUNT_INSOLATORS"", ""seller_custom_field"": null, ""parent_item_id"": null, ""differential_pricing"": null, ""deal_ids"": [], ""automatic_relist"": false, ""date_created"": ""2024-07-26T20:19:36.777Z"", ""last_updated"": ""2024-07-26T20:19:36.777Z"", ""health"": null, ""catalog_listing"": false, ""item_relations"": [], ""channels"": [""marketplace"", ""mshops""]}",<Response [200 OK]>,201
